customer_id,account_id,subscription_type,subscription_amount,subscription_operating_cost,subscription_duration,cancel_validation,cancel_reason
STRM-101720,ACC-101720,tier 1,10,3,17,yes,switch to competitor
STRM-101721,ACC-101721,tier 1,10,3,431,yes,switch to competitor
STRM-101722,ACC-101722,tier 1,10,3,1054,no,
STRM-101723,ACC-101723,tier 2,7,3,1205,no,
STRM-101724,ACC-101724,tier 1,10,3,1317,no,
STRM-101725,ACC-101725,tier 2,7,3,246,yes,switch to competitor
STRM-101726,ACC-101726,tier 1,10,3,1219,no,
STRM-101727,ACC-101727,tier 2,7,3,999,no,
STRM-101728,ACC-101728,tier 3,5,3,1307,no,
STRM-101729,ACC-101729,tier 3,5,3,1193,no,
STRM-101730,ACC-101730,tier 2,7,3,1149,no,
STRM-101731,ACC-101731,tier 2,7,3,1012,no,
STRM-101732,ACC-101732,tier 2,7,3,1256,no,
STRM-101733,ACC-101733,tier 2,7,3,725,yes,switch to competitor
STRM-101734,ACC-101734,tier 2,7,3,1093,no,
STRM-101735,ACC-101735,tier 1,10,3,1267,no,
STRM-101736,ACC-101736,tier 3,5,3,1124,no,
STRM-101737,ACC-101737,tier 2,7,3,653,yes,switch to competitor
STRM-101738,ACC-101738,tier 1,10,3,650,yes,too expensive
STRM-101739,ACC-101739,tier 2,7,3,41,yes,too expensive
STRM-101740,ACC-101740,tier 2,7,3,1221,no,
STRM-101741,ACC-101741,tier 3,5,3,144,yes,switch to competitor
STRM-101742,ACC-101742,tier 2,7,3,1104,no,
STRM-101743,ACC-101743,tier 3,5,3,1195,no,
STRM-101744,ACC-101744,tier 1,10,3,1160,no,
STRM-101745,ACC-101745,tier 2,7,3,164,yes,not enough content
STRM-101746,ACC-101746,tier 2,7,3,1011,no,
STRM-101747,ACC-101747,tier 1,10,3,1019,no,
STRM-101748,ACC-101748,tier 2,7,3,587,yes,switch to competitor
STRM-101749,ACC-101749,tier 3,5,3,670,yes,switch to competitor
STRM-101750,ACC-101750,tier 1,10,3,1223,no,
STRM-101751,ACC-101751,tier 2,7,3,645,yes,switch to competitor
STRM-101752,ACC-101752,tier 1,10,3,1236,no,
STRM-101753,ACC-101753,tier 1,10,3,1318,no,
STRM-101754,ACC-101754,tier 1,10,3,1210,no,
STRM-101755,ACC-101755,tier 3,5,3,1115,no,
STRM-101756,ACC-101756,tier 3,5,3,1282,no,
STRM-101757,ACC-101757,tier 3,5,3,1171,no,
STRM-101758,ACC-101758,tier 2,7,3,1304,no,
STRM-101759,ACC-101759,tier 1,10,3,1185,no,
STRM-101760,ACC-101760,tier 2,7,3,1219,no,
STRM-101761,ACC-101761,tier 2,7,3,973,no,
STRM-101762,ACC-101762,tier 3,5,3,1212,no,
STRM-101763,ACC-101763,tier 1,10,3,1129,no,
STRM-101764,ACC-101764,tier 2,7,3,1286,no,
STRM-101765,ACC-101765,tier 1,10,3,1047,no,
STRM-101766,ACC-101766,tier 2,7,3,265,yes,not enough content
STRM-101767,ACC-101767,tier 2,7,3,350,yes,not enough content
STRM-101768,ACC-101768,tier 2,7,3,535,yes,not enough content
STRM-101769,ACC-101769,tier 2,7,3,694,yes,too expensive
STRM-101770,ACC-101770,tier 2,7,3,1059,no,
STRM-101771,ACC-101771,tier 2,7,3,1054,no,
STRM-101772,ACC-101772,tier 3,5,3,964,no,
STRM-101773,ACC-101773,tier 3,5,3,1022,no,
STRM-101774,ACC-101774,tier 3,5,3,477,yes,not enough content
STRM-101775,ACC-101775,tier 3,5,3,1163,no,
STRM-101776,ACC-101776,tier 2,7,3,1189,no,
STRM-101777,ACC-101777,tier 2,7,3,1092,no,
STRM-101778,ACC-101778,tier 2,7,3,1057,no,
STRM-101779,ACC-101779,tier 2,7,3,1098,no,
STRM-101780,ACC-101780,tier 3,5,3,1124,no,
STRM-101781,ACC-101781,tier 1,10,3,989,no,
STRM-101782,ACC-101782,tier 3,5,3,1057,no,
STRM-101783,ACC-101783,tier 2,7,3,1269,no,
STRM-101784,ACC-101784,tier 2,7,3,1217,no,
STRM-101785,ACC-101785,tier 2,7,3,714,yes,too expensive
STRM-101786,ACC-101786,tier 3,5,3,571,yes,too expensive
STRM-101787,ACC-101787,tier 2,7,3,1166,no,
STRM-101788,ACC-101788,tier 2,7,3,27,yes,not enough content
STRM-101789,ACC-101789,tier 1,10,3,1203,no,
STRM-101790,ACC-101790,tier 2,7,3,1055,no,
STRM-101791,ACC-101791,tier 1,10,3,1083,no,
STRM-101792,ACC-101792,tier 2,7,3,729,yes,not enough content
STRM-101793,ACC-101793,tier 2,7,3,45,yes,not enough content
STRM-101794,ACC-101794,tier 2,7,3,1254,no,
STRM-101795,ACC-101795,tier 1,10,3,362,yes,too expensive
STRM-101796,ACC-101796,tier 1,10,3,722,yes,switch to competitor
STRM-101797,ACC-101797,tier 2,7,3,1019,no,
STRM-101798,ACC-101798,tier 1,10,3,1150,no,
STRM-101799,ACC-101799,tier 1,10,3,80,yes,not enough content
STRM-101800,ACC-101800,tier 1,10,3,1076,no,
STRM-101801,ACC-101801,tier 3,5,3,1164,no,
STRM-101802,ACC-101802,tier 2,7,3,967,no,
STRM-101803,ACC-101803,tier 2,7,3,410,yes,not enough content
STRM-101804,ACC-101804,tier 2,7,3,1170,no,
STRM-101805,ACC-101805,tier 2,7,3,1131,no,
STRM-101806,ACC-101806,tier 3,5,3,1119,no,
STRM-101807,ACC-101807,tier 2,7,3,1105,no,
STRM-101808,ACC-101808,tier 1,10,3,332,yes,not enough content
STRM-101809,ACC-101809,tier 1,10,3,1010,no,
STRM-101810,ACC-101810,tier 1,10,3,969,no,
STRM-101811,ACC-101811,tier 2,7,3,1091,no,
STRM-101812,ACC-101812,tier 3,5,3,517,yes,too expensive
STRM-101813,ACC-101813,tier 2,7,3,309,yes,too expensive
STRM-101814,ACC-101814,tier 1,10,3,319,yes,switch to competitor
STRM-101815,ACC-101815,tier 1,10,3,1192,no,
STRM-101816,ACC-101816,tier 3,5,3,202,yes,not enough content
STRM-101817,ACC-101817,tier 2,7,3,260,yes,too expensive
STRM-101818,ACC-101818,tier 3,5,3,1044,no,
STRM-101819,ACC-101819,tier 2,7,3,581,yes,switch to competitor
STRM-101820,ACC-101820,tier 2,7,3,1266,no,
STRM-101821,ACC-101821,tier 1,10,3,1235,no,
STRM-101822,ACC-101822,tier 1,10,3,1306,no,
STRM-101823,ACC-101823,tier 2,7,3,214,yes,not enough content
STRM-101824,ACC-101824,tier 3,5,3,1191,no,
STRM-101825,ACC-101825,tier 2,7,3,1082,no,
STRM-101826,ACC-101826,tier 2,7,3,983,no,
STRM-101827,ACC-101827,tier 1,10,3,189,yes,too expensive
STRM-101828,ACC-101828,tier 3,5,3,1169,no,
STRM-101829,ACC-101829,tier 3,5,3,708,yes,not enough content
STRM-101830,ACC-101830,tier 2,7,3,1136,no,
STRM-101831,ACC-101831,tier 3,5,3,963,no,
STRM-101832,ACC-101832,tier 2,7,3,966,no,
STRM-101833,ACC-101833,tier 2,7,3,270,yes,not enough content
STRM-101834,ACC-101834,tier 2,7,3,1273,no,
STRM-101835,ACC-101835,tier 3,5,3,1221,no,
STRM-101836,ACC-101836,tier 2,7,3,979,no,
STRM-101837,ACC-101837,tier 1,10,3,1057,no,
STRM-101838,ACC-101838,tier 2,7,3,999,no,
STRM-101839,ACC-101839,tier 3,5,3,1258,no,
STRM-101840,ACC-101840,tier 1,10,3,1231,no,
STRM-101841,ACC-101841,tier 2,7,3,1120,no,
STRM-101842,ACC-101842,tier 2,7,3,1177,no,
STRM-101843,ACC-101843,tier 2,7,3,1208,no,
STRM-101844,ACC-101844,tier 2,7,3,955,no,
STRM-101845,ACC-101845,tier 3,5,3,1271,no,
STRM-101846,ACC-101846,tier 1,10,3,964,no,
STRM-101847,ACC-101847,tier 1,10,3,1073,no,
STRM-101848,ACC-101848,tier 1,10,3,1058,no,
STRM-101849,ACC-101849,tier 3,5,3,1309,no,
STRM-101850,ACC-101850,tier 2,7,3,649,yes,too expensive
STRM-101851,ACC-101851,tier 2,7,3,1128,no,
STRM-101852,ACC-101852,tier 3,5,3,1215,no,
STRM-101853,ACC-101853,tier 3,5,3,1151,no,
STRM-101854,ACC-101854,tier 3,5,3,1107,no,
STRM-101855,ACC-101855,tier 3,5,3,1150,no,
STRM-101856,ACC-101856,tier 2,7,3,727,yes,too expensive
STRM-101857,ACC-101857,tier 3,5,3,1155,no,
STRM-101858,ACC-101858,tier 2,7,3,1068,no,
STRM-101859,ACC-101859,tier 3,5,3,143,yes,too expensive
STRM-101860,ACC-101860,tier 2,7,3,224,yes,not enough content
STRM-101861,ACC-101861,tier 3,5,3,1080,no,
STRM-101862,ACC-101862,tier 2,7,3,1229,no,
STRM-101863,ACC-101863,tier 1,10,3,221,yes,not enough content
STRM-101864,ACC-101864,tier 2,7,3,1135,no,
STRM-101865,ACC-101865,tier 3,5,3,1103,no,
STRM-101866,ACC-101866,tier 3,5,3,1073,no,
STRM-101867,ACC-101867,tier 1,10,3,1166,no,
STRM-101868,ACC-101868,tier 1,10,3,1125,no,
STRM-101869,ACC-101869,tier 1,10,3,1032,no,
STRM-101870,ACC-101870,tier 2,7,3,1079,no,
STRM-101871,ACC-101871,tier 3,5,3,398,yes,switch to competitor
STRM-101872,ACC-101872,tier 1,10,3,397,yes,not enough content
STRM-101873,ACC-101873,tier 2,7,3,87,yes,too expensive
STRM-101874,ACC-101874,tier 3,5,3,181,yes,not enough content
STRM-101875,ACC-101875,tier 2,7,3,1141,no,
STRM-101876,ACC-101876,tier 2,7,3,1290,no,
STRM-101877,ACC-101877,tier 2,7,3,1075,no,
STRM-101878,ACC-101878,tier 2,7,3,979,no,
STRM-101879,ACC-101879,tier 2,7,3,1244,no,
STRM-101880,ACC-101880,tier 2,7,3,674,yes,switch to competitor
STRM-101881,ACC-101881,tier 2,7,3,97,yes,switch to competitor
STRM-101882,ACC-101882,tier 3,5,3,273,yes,too expensive
STRM-101883,ACC-101883,tier 2,7,3,106,yes,too expensive
STRM-101884,ACC-101884,tier 3,5,3,422,yes,switch to competitor
STRM-101885,ACC-101885,tier 1,10,3,1068,no,
STRM-101886,ACC-101886,tier 2,7,3,1106,no,
STRM-101887,ACC-101887,tier 1,10,3,1128,no,
STRM-101888,ACC-101888,tier 1,10,3,1226,no,
STRM-101889,ACC-101889,tier 2,7,3,1211,no,
STRM-101890,ACC-101890,tier 3,5,3,1221,no,
STRM-101891,ACC-101891,tier 1,10,3,1000,no,
STRM-101892,ACC-101892,tier 2,7,3,1169,no,
STRM-101893,ACC-101893,tier 3,5,3,1144,no,
STRM-101894,ACC-101894,tier 1,10,3,24,yes,switch to competitor
STRM-101895,ACC-101895,tier 2,7,3,1316,no,
STRM-101896,ACC-101896,tier 2,7,3,399,yes,switch to competitor
STRM-101897,ACC-101897,tier 2,7,3,633,yes,too expensive
STRM-101898,ACC-101898,tier 1,10,3,337,yes,switch to competitor
STRM-101899,ACC-101899,tier 2,7,3,1115,no,
STRM-101900,ACC-101900,tier 3,5,3,1268,no,
STRM-101901,ACC-101901,tier 2,7,3,1011,no,
STRM-101902,ACC-101902,tier 1,10,3,1192,no,
STRM-101903,ACC-101903,tier 3,5,3,1108,no,
STRM-101904,ACC-101904,tier 1,10,3,995,no,
STRM-101905,ACC-101905,tier 2,7,3,1092,no,
STRM-101906,ACC-101906,tier 1,10,3,371,yes,switch to competitor
STRM-101907,ACC-101907,tier 3,5,3,409,yes,too expensive
STRM-101908,ACC-101908,tier 2,7,3,600,yes,not enough content
STRM-101909,ACC-101909,tier 2,7,3,323,yes,not enough content
STRM-101910,ACC-101910,tier 1,10,3,508,yes,switch to competitor
STRM-101911,ACC-101911,tier 2,7,3,1211,no,
STRM-101912,ACC-101912,tier 3,5,3,44,yes,not enough content
STRM-101913,ACC-101913,tier 3,5,3,1176,no,
STRM-101914,ACC-101914,tier 2,7,3,1256,no,
STRM-101915,ACC-101915,tier 2,7,3,965,no,
STRM-101916,ACC-101916,tier 2,7,3,1144,no,
STRM-101917,ACC-101917,tier 3,5,3,1200,no,
STRM-101918,ACC-101918,tier 2,7,3,1262,no,
STRM-101919,ACC-101919,tier 2,7,3,1260,no,
STRM-101920,ACC-101920,tier 2,7,3,333,yes,not enough content
STRM-101921,ACC-101921,tier 2,7,3,1103,no,
STRM-101922,ACC-101922,tier 1,10,3,980,no,
STRM-101923,ACC-101923,tier 2,7,3,1315,no,
STRM-101924,ACC-101924,tier 2,7,3,526,yes,not enough content
STRM-101925,ACC-101925,tier 3,5,3,1012,no,
STRM-101926,ACC-101926,tier 1,10,3,1156,no,
STRM-101927,ACC-101927,tier 2,7,3,1026,no,
STRM-101928,ACC-101928,tier 2,7,3,75,yes,not enough content
STRM-101929,ACC-101929,tier 2,7,3,245,yes,switch to competitor
STRM-101930,ACC-101930,tier 1,10,3,1119,no,
STRM-101931,ACC-101931,tier 2,7,3,1039,no,
STRM-101932,ACC-101932,tier 2,7,3,1119,no,
STRM-101933,ACC-101933,tier 2,7,3,576,yes,not enough content
STRM-101934,ACC-101934,tier 2,7,3,609,yes,not enough content
STRM-101935,ACC-101935,tier 2,7,3,984,no,
STRM-101936,ACC-101936,tier 3,5,3,1072,no,
STRM-101937,ACC-101937,tier 2,7,3,24,yes,too expensive
STRM-101938,ACC-101938,tier 3,5,3,1244,no,
STRM-101939,ACC-101939,tier 2,7,3,1270,no,
STRM-101940,ACC-101940,tier 1,10,3,680,yes,switch to competitor
STRM-101941,ACC-101941,tier 1,10,3,265,yes,too expensive
STRM-101942,ACC-101942,tier 2,7,3,1116,no,
STRM-101943,ACC-101943,tier 3,5,3,701,yes,too expensive
STRM-101944,ACC-101944,tier 2,7,3,680,yes,switch to competitor
STRM-101945,ACC-101945,tier 3,5,3,985,no,
STRM-101946,ACC-101946,tier 2,7,3,1277,no,
STRM-101947,ACC-101947,tier 2,7,3,1019,no,
STRM-101948,ACC-101948,tier 1,10,3,622,yes,not enough content
STRM-101949,ACC-101949,tier 2,7,3,989,no,
STRM-101950,ACC-101950,tier 2,7,3,1153,no,
STRM-101951,ACC-101951,tier 1,10,3,961,no,
STRM-101952,ACC-101952,tier 1,10,3,566,yes,too expensive
STRM-101953,ACC-101953,tier 2,7,3,135,yes,switch to competitor
STRM-101954,ACC-101954,tier 2,7,3,1035,no,
STRM-101955,ACC-101955,tier 3,5,3,1254,no,
STRM-101956,ACC-101956,tier 3,5,3,1032,no,
STRM-101957,ACC-101957,tier 2,7,3,1060,no,
STRM-101958,ACC-101958,tier 2,7,3,983,no,
STRM-101959,ACC-101959,tier 2,7,3,1169,no,
STRM-101960,ACC-101960,tier 3,5,3,1068,no,
STRM-101961,ACC-101961,tier 1,10,3,1044,no,
STRM-101962,ACC-101962,tier 2,7,3,1301,no,
STRM-101963,ACC-101963,tier 3,5,3,1011,no,
STRM-101964,ACC-101964,tier 2,7,3,447,yes,not enough content
STRM-101965,ACC-101965,tier 2,7,3,1124,no,
STRM-101966,ACC-101966,tier 2,7,3,707,yes,switch to competitor
STRM-101967,ACC-101967,tier 1,10,3,1215,no,
STRM-101968,ACC-101968,tier 2,7,3,1129,no,
STRM-101969,ACC-101969,tier 2,7,3,1241,no,
STRM-101970,ACC-101970,tier 1,10,3,1010,no,
STRM-101971,ACC-101971,tier 1,10,3,1263,no,
STRM-101972,ACC-101972,tier 3,5,3,992,no,
STRM-101973,ACC-101973,tier 2,7,3,1204,no,
STRM-101974,ACC-101974,tier 2,7,3,141,yes,too expensive
STRM-101975,ACC-101975,tier 2,7,3,1069,no,
STRM-101976,ACC-101976,tier 3,5,3,1181,no,
STRM-101977,ACC-101977,tier 2,7,3,1120,no,
STRM-101978,ACC-101978,tier 2,7,3,1016,no,
STRM-101979,ACC-101979,tier 3,5,3,1255,no,
STRM-101980,ACC-101980,tier 3,5,3,270,yes,not enough content
STRM-101981,ACC-101981,tier 1,10,3,1085,no,
STRM-101982,ACC-101982,tier 3,5,3,1173,no,
STRM-101983,ACC-101983,tier 2,7,3,327,yes,not enough content
STRM-101984,ACC-101984,tier 2,7,3,995,no,
STRM-101985,ACC-101985,tier 1,10,3,1025,no,
STRM-101986,ACC-101986,tier 1,10,3,449,yes,switch to competitor
STRM-101987,ACC-101987,tier 2,7,3,1065,no,
STRM-101988,ACC-101988,tier 2,7,3,1312,no,
STRM-101989,ACC-101989,tier 2,7,3,265,yes,not enough content
STRM-101990,ACC-101990,tier 2,7,3,705,yes,too expensive
STRM-101991,ACC-101991,tier 3,5,3,1281,no,
STRM-101992,ACC-101992,tier 1,10,3,1103,no,
STRM-101993,ACC-101993,tier 2,7,3,270,yes,too expensive
STRM-101994,ACC-101994,tier 1,10,3,1166,no,
STRM-101995,ACC-101995,tier 3,5,3,996,no,
STRM-101996,ACC-101996,tier 2,7,3,51,yes,too expensive
STRM-101997,ACC-101997,tier 3,5,3,1137,no,
STRM-101998,ACC-101998,tier 1,10,3,1138,no,
STRM-101999,ACC-101999,tier 1,10,3,1138,no,
STRM-102000,ACC-102000,tier 2,7,3,1276,no,
STRM-102001,ACC-102001,tier 2,7,3,705,no,
STRM-102002,ACC-102002,tier 1,10,3,714,no,
STRM-102003,ACC-102003,tier 3,5,3,861,no,
STRM-102004,ACC-102004,tier 1,10,3,180,yes,switch to competitor
STRM-102005,ACC-102005,tier 2,7,3,732,no,
STRM-102006,ACC-102006,tier 3,5,3,809,no,
STRM-102007,ACC-102007,tier 2,7,3,179,yes,not enough content
STRM-102008,ACC-102008,tier 3,5,3,136,yes,not enough content
STRM-102009,ACC-102009,tier 1,10,3,145,yes,not enough content
STRM-102010,ACC-102010,tier 2,7,3,755,no,
STRM-102011,ACC-102011,tier 1,10,3,875,no,
STRM-102012,ACC-102012,tier 1,10,3,383,yes,too expensive
STRM-102013,ACC-102013,tier 3,5,3,709,no,
STRM-102014,ACC-102014,tier 1,10,3,735,no,
STRM-102015,ACC-102015,tier 2,7,3,284,yes,not enough content
STRM-102016,ACC-102016,tier 2,7,3,712,no,
STRM-102017,ACC-102017,tier 2,7,3,652,no,
STRM-102018,ACC-102018,tier 3,5,3,887,no,
STRM-102019,ACC-102019,tier 1,10,3,736,no,
STRM-102020,ACC-102020,tier 2,7,3,760,no,
STRM-102021,ACC-102021,tier 3,5,3,782,no,
STRM-102022,ACC-102022,tier 2,7,3,928,no,
STRM-102023,ACC-102023,tier 3,5,3,775,no,
STRM-102024,ACC-102024,tier 1,10,3,861,no,
STRM-102025,ACC-102025,tier 2,7,3,808,no,
STRM-102026,ACC-102026,tier 2,7,3,860,no,
STRM-102027,ACC-102027,tier 2,7,3,799,no,
STRM-102028,ACC-102028,tier 3,5,3,148,yes,too expensive
STRM-102029,ACC-102029,tier 2,7,3,545,yes,not enough content
STRM-102030,ACC-102030,tier 2,7,3,622,no,
STRM-102031,ACC-102031,tier 1,10,3,900,no,
STRM-102032,ACC-102032,tier 2,7,3,430,yes,too expensive
STRM-102033,ACC-102033,tier 2,7,3,91,yes,not enough content
STRM-102034,ACC-102034,tier 3,5,3,221,yes,switch to competitor
STRM-102035,ACC-102035,tier 2,7,3,889,no,
STRM-102036,ACC-102036,tier 2,7,3,389,yes,switch to competitor
STRM-102037,ACC-102037,tier 1,10,3,920,no,
STRM-102038,ACC-102038,tier 1,10,3,648,no,
STRM-102039,ACC-102039,tier 1,10,3,665,no,
STRM-102040,ACC-102040,tier 2,7,3,604,no,
STRM-102041,ACC-102041,tier 3,5,3,408,yes,too expensive
STRM-102042,ACC-102042,tier 2,7,3,644,no,
STRM-102043,ACC-102043,tier 2,7,3,662,no,
STRM-102044,ACC-102044,tier 1,10,3,280,yes,too expensive
STRM-102045,ACC-102045,tier 3,5,3,592,no,
STRM-102046,ACC-102046,tier 2,7,3,931,no,
STRM-102047,ACC-102047,tier 1,10,3,299,yes,not enough content
STRM-102048,ACC-102048,tier 2,7,3,928,no,
STRM-102049,ACC-102049,tier 2,7,3,895,no,
STRM-102050,ACC-102050,tier 1,10,3,577,yes,not enough content
STRM-102051,ACC-102051,tier 2,7,3,641,no,
STRM-102052,ACC-102052,tier 2,7,3,301,yes,switch to competitor
STRM-102053,ACC-102053,tier 1,10,3,679,no,
STRM-102054,ACC-102054,tier 3,5,3,602,no,
STRM-102055,ACC-102055,tier 3,5,3,630,no,
STRM-102056,ACC-102056,tier 2,7,3,788,no,
STRM-102057,ACC-102057,tier 2,7,3,726,no,
STRM-102058,ACC-102058,tier 2,7,3,709,no,
STRM-102059,ACC-102059,tier 2,7,3,864,no,
STRM-102060,ACC-102060,tier 2,7,3,810,no,
STRM-102061,ACC-102061,tier 1,10,3,603,no,
STRM-102062,ACC-102062,tier 2,7,3,736,no,
STRM-102063,ACC-102063,tier 3,5,3,685,no,
STRM-102064,ACC-102064,tier 2,7,3,758,no,
STRM-102065,ACC-102065,tier 1,10,3,289,yes,not enough content
STRM-102066,ACC-102066,tier 3,5,3,123,yes,too expensive
STRM-102067,ACC-102067,tier 1,10,3,911,no,
STRM-102068,ACC-102068,tier 2,7,3,797,no,
STRM-102069,ACC-102069,tier 1,10,3,676,no,
STRM-102070,ACC-102070,tier 2,7,3,932,no,
STRM-102071,ACC-102071,tier 3,5,3,742,no,
STRM-102072,ACC-102072,tier 2,7,3,736,no,
STRM-102073,ACC-102073,tier 1,10,3,604,no,
STRM-102074,ACC-102074,tier 3,5,3,898,no,
STRM-102075,ACC-102075,tier 3,5,3,639,no,
STRM-102076,ACC-102076,tier 3,5,3,645,no,
STRM-102077,ACC-102077,tier 1,10,3,862,no,
STRM-102078,ACC-102078,tier 2,7,3,808,no,
STRM-102079,ACC-102079,tier 3,5,3,616,no,
STRM-102080,ACC-102080,tier 3,5,3,167,yes,too expensive
STRM-102081,ACC-102081,tier 1,10,3,879,no,
STRM-102082,ACC-102082,tier 1,10,3,659,no,
STRM-102083,ACC-102083,tier 2,7,3,201,yes,too expensive
STRM-102084,ACC-102084,tier 3,5,3,701,no,
STRM-102085,ACC-102085,tier 2,7,3,396,yes,too expensive
STRM-102086,ACC-102086,tier 2,7,3,681,no,
STRM-102087,ACC-102087,tier 1,10,3,912,no,
STRM-102088,ACC-102088,tier 2,7,3,910,no,
STRM-102089,ACC-102089,tier 3,5,3,769,no,
STRM-102090,ACC-102090,tier 2,7,3,776,no,
STRM-102091,ACC-102091,tier 3,5,3,579,yes,too expensive
STRM-102092,ACC-102092,tier 3,5,3,840,no,
STRM-102093,ACC-102093,tier 1,10,3,594,no,
STRM-102094,ACC-102094,tier 2,7,3,927,no,
STRM-102095,ACC-102095,tier 2,7,3,45,yes,switch to competitor
STRM-102096,ACC-102096,tier 3,5,3,914,no,
STRM-102097,ACC-102097,tier 2,7,3,861,no,
STRM-102098,ACC-102098,tier 2,7,3,469,yes,switch to competitor
STRM-102099,ACC-102099,tier 3,5,3,898,no,
STRM-102100,ACC-102100,tier 2,7,3,866,no,
STRM-102101,ACC-102101,tier 3,5,3,382,yes,too expensive
STRM-102102,ACC-102102,tier 2,7,3,698,no,
STRM-102103,ACC-102103,tier 1,10,3,549,yes,not enough content
STRM-102104,ACC-102104,tier 2,7,3,846,no,
STRM-102105,ACC-102105,tier 3,5,3,587,yes,too expensive
STRM-102106,ACC-102106,tier 2,7,3,715,no,
STRM-102107,ACC-102107,tier 3,5,3,870,no,
STRM-102108,ACC-102108,tier 3,5,3,816,no,
STRM-102109,ACC-102109,tier 2,7,3,783,no,
STRM-102110,ACC-102110,tier 3,5,3,900,no,
STRM-102111,ACC-102111,tier 1,10,3,796,no,
STRM-102112,ACC-102112,tier 1,10,3,817,no,
STRM-102113,ACC-102113,tier 1,10,3,707,no,
STRM-102114,ACC-102114,tier 3,5,3,304,yes,switch to competitor
STRM-102115,ACC-102115,tier 2,7,3,147,yes,too expensive
STRM-102116,ACC-102116,tier 1,10,3,522,yes,switch to competitor
STRM-102117,ACC-102117,tier 2,7,3,430,yes,switch to competitor
STRM-102118,ACC-102118,tier 2,7,3,872,no,
STRM-102119,ACC-102119,tier 1,10,3,252,yes,too expensive
STRM-102120,ACC-102120,tier 3,5,3,528,yes,too expensive
STRM-102121,ACC-102121,tier 3,5,3,887,no,
STRM-102122,ACC-102122,tier 2,7,3,366,yes,not enough content
STRM-102123,ACC-102123,tier 3,5,3,644,no,
STRM-102124,ACC-102124,tier 2,7,3,947,no,
STRM-102125,ACC-102125,tier 3,5,3,906,no,
STRM-102126,ACC-102126,tier 2,7,3,920,no,
STRM-102127,ACC-102127,tier 2,7,3,918,no,
STRM-102128,ACC-102128,tier 1,10,3,467,yes,switch to competitor
STRM-102129,ACC-102129,tier 3,5,3,663,no,
STRM-102130,ACC-102130,tier 2,7,3,521,yes,not enough content
STRM-102131,ACC-102131,tier 1,10,3,336,yes,too expensive
STRM-102132,ACC-102132,tier 1,10,3,743,no,
STRM-102133,ACC-102133,tier 2,7,3,625,no,
STRM-102134,ACC-102134,tier 2,7,3,901,no,
STRM-102135,ACC-102135,tier 2,7,3,840,no,
STRM-102136,ACC-102136,tier 3,5,3,716,no,
STRM-102137,ACC-102137,tier 1,10,3,911,no,
STRM-102138,ACC-102138,tier 2,7,3,733,no,
STRM-102139,ACC-102139,tier 1,10,3,512,yes,switch to competitor
STRM-102140,ACC-102140,tier 3,5,3,812,no,
STRM-102141,ACC-102141,tier 3,5,3,880,no,
STRM-102142,ACC-102142,tier 2,7,3,760,no,
STRM-102143,ACC-102143,tier 2,7,3,845,no,
STRM-102144,ACC-102144,tier 2,7,3,825,no,
STRM-102145,ACC-102145,tier 2,7,3,814,no,
STRM-102146,ACC-102146,tier 3,5,3,686,no,
STRM-102147,ACC-102147,tier 2,7,3,453,yes,not enough content
STRM-102148,ACC-102148,tier 2,7,3,853,no,
STRM-102149,ACC-102149,tier 2,7,3,680,no,
STRM-102150,ACC-102150,tier 3,5,3,600,no,
STRM-102151,ACC-102151,tier 2,7,3,613,no,
STRM-102152,ACC-102152,tier 1,10,3,792,no,
STRM-102153,ACC-102153,tier 2,7,3,792,no,
STRM-102154,ACC-102154,tier 3,5,3,464,yes,not enough content
STRM-102155,ACC-102155,tier 1,10,3,658,no,
STRM-102156,ACC-102156,tier 1,10,3,598,no,
STRM-102157,ACC-102157,tier 1,10,3,776,no,
STRM-102158,ACC-102158,tier 2,7,3,768,no,
STRM-102159,ACC-102159,tier 2,7,3,699,no,
STRM-102160,ACC-102160,tier 2,7,3,774,no,
STRM-102161,ACC-102161,tier 2,7,3,783,no,
STRM-102162,ACC-102162,tier 2,7,3,763,no,
STRM-102163,ACC-102163,tier 2,7,3,731,no,
STRM-102164,ACC-102164,tier 3,5,3,809,no,
STRM-102165,ACC-102165,tier 2,7,3,901,no,
STRM-102166,ACC-102166,tier 3,5,3,476,yes,not enough content
STRM-102167,ACC-102167,tier 2,7,3,727,no,
STRM-102168,ACC-102168,tier 1,10,3,846,no,
STRM-102169,ACC-102169,tier 2,7,3,142,yes,too expensive
STRM-102170,ACC-102170,tier 2,7,3,624,no,
STRM-102171,ACC-102171,tier 2,7,3,840,no,
STRM-102172,ACC-102172,tier 1,10,3,742,no,
STRM-102173,ACC-102173,tier 1,10,3,947,no,
STRM-102174,ACC-102174,tier 3,5,3,455,yes,too expensive
STRM-102175,ACC-102175,tier 1,10,3,639,no,
STRM-102176,ACC-102176,tier 3,5,3,629,no,
STRM-102177,ACC-102177,tier 2,7,3,690,no,
STRM-102178,ACC-102178,tier 2,7,3,890,no,
STRM-102179,ACC-102179,tier 2,7,3,409,yes,too expensive
STRM-102180,ACC-102180,tier 2,7,3,907,no,
